id,name,country,state,city,location,zip_code,website,phone,status,approved_by,user_id,logo_url
21951,SpindleTek LLC,United States,Texas,Homeland,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21952,Spire Network Services Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21953,Spirent Communications,United States,California,Calabasas,26750 Agoura Road,91302,www.spirentcom.com,8186762300,approved,admin-krupa,admin-krupa,logos/NULL
21954,Split Rock Consulting,United States,Wisconsin,Sun Prairie,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21955,Spotlight Search,United States,California,Vestavia Hills,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21956,Spotwave Wireless Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21957,Sppencer Group,United States,Ohio,Columbus,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21958,SPR Inc,United States,Illinois,Chicago ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21959,Spring 2,United States,Utah,Sandy ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21960,Spring Lake Consulting,United States,New York,New York,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21961,Springfield Service Corporation,United States,Illinois,Tinley Park,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21962,SpringHill Consulting,United States,New Jersey,Green Brook,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21963,SPS Technologies Inc,United States,Pennsylvania,Pullman,301 Highland Avenue,19046,www.spstech.com,2155723000,approved,admin-krupa,admin-krupa,logos/NULL
21964,SQA,United States,Rhode Island,Providence,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21965,SQA Labs,United States,Arizona,Glendale,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21966,SQL Corp,United States,Maryland,Bruceton,NULL,21474,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21967,Square Tree IT Projects,United States,California,Sacramento,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21968,The Squires Group Inc,United States,Maryland,Annapolis,130 Lubrano Drive,21401,www.squiresgroup.com,4102247779,approved,admin-krupa,admin-krupa,logos/NULL
21969,SR Consulting,United States,California,Laguna Hills,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21970,SR International Inc,United States,Illinois,Naperville ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21971,SRC LLC,United States,Colorado,Boulder,NULL,80301,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21972,SRI Systems Inc,United States,New Jersey,Woodbridge,701 Amboy Avenue,7095,www.srisystemsinc.com,7323265888,approved,admin-krupa,admin-krupa,logos/NULL
21973,SRI Technologies,United States,Illinois,Schaumburg,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21974,SRT Inc,United States,Texas,Dallas ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21975,SS Consultantnet LLC,United States,New Jersey,Plainsboro,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21976,SS Infotek Inc,United States,New Hampshire,Waialae-kahala,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21977,SSA,United States,Virginia,Herndon,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21978,SSB Inc,United States,Virginia,Fairfax ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21979,SSGI,United States,Illinois,Chicago ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21980,ssip llc,United States,Texas,Houston ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21981,SSIT NA Inc,United States,California,Foster City,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21982,SSIT North America,United States,New Jersey,Princeton,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21983,STA USA Inc,United States,Illinois,Bannockburn,2275 West Half Day Road Suite 122,60015,www.stausa.com,8474444700,approved,admin-krupa,admin-krupa,logos/NULL
21984,STA America Inc,United States,California,San Mateo,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21985,STA Group LLC,United States,Illinois,Bloomington ,205 N. Williamsburg,61704,http://www.stagrp.com,,approved,admin-krupa,admin-krupa,logos/NULL
21986,Staff I T,United States,Tennessee,Oak Ridge,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21987,Staff IT,United States,Tennessee,Oak Ridge,704 South Illinois Avenue,37830,www.staffit.biz,8654250405,approved,admin-krupa,admin-krupa,logos/NULL
21988,Staff One Search,United States,Arizona,Phoenix,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21989,Staff Tech,United States,California,Roseville,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21990,Staffing America,United States,Mississippi,Oroville,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21991,Staffing Corp,United States,California,Santa Rosa,P.O. Box 11777,95406,www.staffingcorp.com,7078377100,approved,admin-krupa,admin-krupa,logos/NULL
21992,Staffing Professionals Inc,United States,Georgia,Langlois,3021 Atlanta Highway Suite 105,30606,www.spi.hm,7703543888,approved,admin-krupa,admin-krupa,logos/NULL
21993,StafTek Services Inc,United States,Alabama,Tulsa,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21994,Stairway2 Manchester,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21995,Standard Manifold Co Stamco,United States,Illinois,Chicago ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21996,Standford Technology Partners,United States,Mississippi,Oroville,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21997,Stanfield Business Enterprises,United States,California,Vestavia Hills,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21998,Stanfield Systems Inc,United States,California,Folsom,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
21999,Stanley Associates Inc,United States,Virginia,Alexandria,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22000,Stanley Reid Consulting Inc,United States,Pennsylvania,Pullman,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22001,Star HRG,United States,Arizona,Phoenix,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22002,Star Technical Inc,United States,Washington,Bellevue,10655 NE 4th Street Suite 701,98004,www.startechnical.com,4252835525,approved,admin-krupa,admin-krupa,logos/NULL
22003,Starboard Cruise Services,United States,Florida,Miami ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22004,StarInteract,United States,California,Los Altos,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22005,Starr Enterprises,United States,Texas,Irving ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22006,StarTek USA Inc,United States,Colorado,Denver,44 Cook Street,80206,www.startek.com,3032624500,approved,admin-krupa,admin-krupa,logos/NULL
22007,Startel Corp,United States,California,Irvine,17661 Cowan Avenue,92614,www.startelcorp.com,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22008,State of Alaska,United States,Alaska,Juneau,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22009,State of Alaska Health and Social Services,United States,Alaska,Juneau,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22010,State of the Art Recruiting,United States,Colorado,Littleton,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22011,Stater Bros Markets Inc,United States,California,San Bernardino,301 S. Tippecanoe Ave.,92408,https://www.staterbros.com,,approved,admin-krupa,admin-krupa,logos/Stater Bros Markets.png
22012,Statera Inc,United States,Colorado,Greenwood Village,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22013,Stefanini IT Solutions,United States,Florida,Fort Lauderdale ,"6301 NW 5th Way, Suite 2700",33309,www.stefanini.com.br,,approved,admin-krupa,admin-krupa,logos/NULL
22014,Stelex Inc,United States,Pennsylvania,Bensalem,Two Greenwood Square,19020,www.stelex.com,2156389700,approved,admin-krupa,admin-krupa,logos/NULL
22015,STEMCO LLC,United States,Texas,Longview ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22016,Stentor Inc,United States,California,Brisbane,NULL,94005,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22017,Stephanie MacDonald Retained Executive Search,United States,California,Temecula,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22018,Stephens Little Inc,United States,Texas,Dallas ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22019,Sterling Commerce,United States,Ohio,Dublin,4600 Lakehurst Court,43016,www.sterlingcommerce.com,6147937000,approved,admin-krupa,admin-krupa,logos/NULL
22020,Sterling Computers,United States,Nebraska,Norfolk ,1508 Square Turn boulevard,68701,www.sterlingcomputers.com,4023791030,approved,admin-krupa,admin-krupa,logos/NULL
22021,Sterling Engineering,United States,Illinois,Countryside ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22022,Stevens Capital Management LP,United States,Pennsylvania,Radnor,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/stevens capital.svg
22023,STI,United States,California,Lake Forest,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22024,Stivers Computer Services Inc,United States,Illinois,Chicago ,200 W. Monroe Street,60606,www.stiverscs.com,3125583579,approved,admin-krupa,admin-krupa,logos/NULL
22025,STL Technology Partners,United States,Illinois,Bloomington ,501 S Towanda Barnes Road,61702,www.stltechpartners.com,3096617851,approved,admin-krupa,admin-krupa,logos/NULL
22026,Stockell Consulting,United States,Missouri,Chesterfield ,15400 South Outer Forty,63017,www.stockell.com,6365379100,approved,admin-krupa,admin-krupa,logos/NULL
22027,Stonebridge Technologies,United States,Texas,Dallas ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22028,Stonehenge Resources LLC,United States,New Jersey,Fairfield,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22029,Stout Systems Development Inc,United States,Michigan ,Detroit,440 Burroughs,48202,www.stoutsystems.com,7346630877,approved,admin-krupa,admin-krupa,logos/NULL
22030,STP Inc,United States,New York,Watertown,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22031,Strada Resources Inc,United States,California,Santa Rosa,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22032,Stragegic Enterprise Inc,United States,Virginia,Herndon,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22033,Ironshore,United States,New York,New York,"28 Liberty St, 4th Floor",10005,http://www.ironshore.com,,approved,admin-krupa,admin-krupa,logos/NULL
22034,StrataCom Inc,United States,North Dakota,Fargo,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22035,Stratagem Inc,United States,Wisconsin,Menomonee Falls,200 Woodland Prime,53051,www.stratagemconsulting.com,2625322700,approved,admin-krupa,admin-krupa,logos/NULL
22036,Strategic Advantage Inc,United States,Minnesota,Minneapolis ,300 Clifton Avenue,55403,www.strategy4u.com,6128711131,approved,admin-krupa,admin-krupa,logos/NULL
22037,Strategic Applications & Technologies Inc,United States,Maryland,Bruceton,7070 Samuel Morse Drive,21046,www.satech-inc.com,4435399500,approved,admin-krupa,admin-krupa,logos/NULL
22038,Strategic Data Systems,United States,California,San Diego,8954 Rio San Diego Drive,92108,www.sdatasystems.com,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22039,Strategic Information Solutions Inc,United States,Illinois,Chicago ,200 N. LaSalle Street Suite 900,60601,www.sisus.com,3124221552,approved,admin-krupa,admin-krupa,logos/NULL
22040,Strategic IS,United States,Ohio,Glen Burnie,NULL,NULL,www.strategicis.com,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22041,Strategic Placements,United States,New Jersey,Morristown,65 Madison Avenue Suite 305,7960,www.splacements.com,9736561888,approved,admin-krupa,admin-krupa,logos/NULL
22042,Strategic Resource Partners,United States,California,Manhattan Beach,111 N. Sepulveda Boulevard  Suite 250,NULL,www.strategicrp.com,3103645222,approved,admin-krupa,admin-krupa,logos/NULL
22043,Strategic Software Solutions Inc,United States,Pennsylvania,Collegeville,460 S. Lewis Road,19468,www.stratsw.com,6109480222,approved,admin-krupa,admin-krupa,logos/NULL
22044,Strategic Systems Solutions,United States,Pennsylvania,Horsham,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22045,Stratus Technologies,United States,Mississippi,Oroville,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22046,Stratus Technology Services LLC,United States,New Jersey,Shrewsbury,149 Avenue at the Common Suite 4,7702,www.stratustech.com,,approved,admin-krupa,admin-krupa,logos/NULL
22047,Stratusworld Technologies Inc,United States,Missouri,Ballwin ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22048,Stretch Inc,United States,California,Mountain View,777 E. Middlefield Road,94043,www.stretchinc.com,6508642700,approved,admin-krupa,admin-krupa,logos/NULL
22049,Structure Validation,United States,California,Tustin,"14772 Plaza Drive, Suite 101",92780,www.structurevalidation.com,,approved,admin-krupa,admin-krupa,logos/NULL
22050,Structure Tone,United States,New York,New York,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22051,OSIsoft Inc,United States,California,San Leandro,"777 Davis Street, Suite 250",94577,www.osisoft.com,5102975800,approved,admin-krupa,admin-krupa,logos/NULL
22052,Subsystem Technologies,United States,Virginia,Arlington,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22053,Subuthi Overseas Inc,United States,California,Menlo Park,3723,94025,www.subuthi.com,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22054,Sudina Search Inc,United States,Maryland,Timonium,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22055,Suhdutsing Technologies LLC,United States,Ohio,Lebanon,241 Kastlekove Drive,43035,www.suhdutsingllc.com,6144364215,approved,admin-krupa,admin-krupa,logos/NULL
22056,Sullivan & Cogliano,United States,Massachusetts,Waltham,230 Second Avenue,2451,www.sullivancogliano.com,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22057,SUMCO,United States,Arizona,Phoenix,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22058,Sumeru Inc,United States,District of Columbia,Washington,2401 15th Street NW,20009,www.sumerusolutions.com,,approved,admin-krupa,admin-krupa,logos/NULL
22059,Summerfield Associates Inc,United States,Tennessee,Memphis,6555 Quince Road,38119,www.summerfield.net,8002937068,approved,admin-krupa,admin-krupa,logos/NULL
22060,Summit Executive Search,United States,California,Vestavia Hills,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22061,Summit Technology Services Inc,United States,New York,Watertown,93 N. Main Street,14895,www.summit-tsi.com,,approved,admin-krupa,admin-krupa,logos/NULL
22062,SummitWorks Technologies Inc,United States,New Jersey,Edison,3840 Park Avenue Suite 204,8820,www.summitworks.com,7325489300,approved,admin-krupa,admin-krupa,logos/NULL
22063,Sun Life Financial,United States,Massachusetts,Wellesley Hills,One Sun Life Executive Park,2481,www.sunlife-usa.com,NULL,approved,admin-krupa,admin-krupa,logos/sunlife.png
22064,Sun National Bank,United States,New Jersey,Vineland,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22065,Sun Sierra Software,United States,California,Vestavia Hills,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22066,Sunday And Associates,United States,California,Petaluma,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22067,Sunera Technologies,United States,Michigan ,Troy,631 E. Big Beaver Suite # 109,48073,www.suneratech.com,2485240222,approved,admin-krupa,admin-krupa,logos/NULL
22068,Sungard HTE Inc,United States,Florida,Lake Mary ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/Sungard.svg
22069,Sunol Group,United States,California,Pleasanton,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22070,SunPlus Data Group Inc,United States,Georgia,Atlanta,3781 Presidential Parkway Suite 132,30340,www.sunplusdata.com,7704553264,approved,admin-krupa,admin-krupa,logos/NULL
22071,Sunrise Medical,United States,California,Carlsbad,2382 Faraday Avenue Suite 200,92008,www.SunriseMedical.com,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22072,Sunrise Systems Inc,United States,New Jersey,Metuchen,P.O. Box 4647,8840,www.sunrisesys.com,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22073,Suntel Services,United States,Michigan ,Olympia,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22074,SuperErogates Inc,United States,Texas,Missouri City ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22075,Superior Design International,United States,Georgia,Atlanta,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22076,Superlative Technologies Inc,United States,Virginia,McLean,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22077,Supplee Group LLC,United States,Virginia,Sterling,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22078,Supremacy Financial Corporation,United States,New York,New York,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22079,Supreme Soft Inc,United States,Virginia,Johnstown ,1608 Spring Hill Road Suite 210,22182,www.supremesoft.net,7034423333,approved,admin-krupa,admin-krupa,logos/NULL
22080,SurePayroll,United States,Illinois,Glenview,"2350 Ravine Way, Suite 100",60025,www.surepayroll.com,8476768420,approved,admin-krupa,admin-krupa,logos/NULL
22081,Sure Tech Services Inc,United States,Pennsylvania,Reading ,4950 Dunham Drive,19606,www.suretechinc.com,6103709587,approved,admin-krupa,admin-krupa,logos/NULL
22082,SurePayroll,United States,Illinois,Lincolnton ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22083,Suretec Data Solutions Inc,United States,Colorado,Littleton,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22084,Surety Systems,United States,North Carolina,Cary,NULL,27511,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22085,SureWest Communications,United States,California,Los Angeles,P.O. Box 414500,90030,www.surewest.com,,approved,admin-krupa,admin-krupa,logos/NULL
22086,Surfcontrol,United States,California,Scotts Valley,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22087,Survis Group,United States,Georgia,Stone Mountain ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22088,Survival Systems Staffing,United States,California,Ventura,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22089,Susquehanna International Group,United States,Pennsylvania,Pullman,401 City Avenue,19004,www.sig.com,6106172600,approved,admin-krupa,admin-krupa,logos/NULL
22090,SW Jules Consulting Inc,United States,Texas,Austin ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22091,Swat Solutions Inc,United States,Minnesota,Minneapolis ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22092,Swisslog USA Inc,United States,Colorado,Denver,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22093,Switch Force,United States,California,San Jose,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22094,Syapps LLC,United States,Virginia,Herndon,"13873 Park Center Road, Suite 104",20171,www.syapps.com,,approved,admin-krupa,admin-krupa,logos/NULL
22095,Sycamore Group Fort,United States,Pennsylvania,Washington ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22096,Sycamore Solutions Ltd,United States,California,Vestavia Hills,24623 West Montevista Circle,91354,www.sycamoresol.com,3238164813,approved,admin-krupa,admin-krupa,logos/NULL
22097,Sycron Corp,United States,Michigan ,Grand Blanc,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22098,Syfact,United States,Connecticut,Stamford,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22099,Sylvan Learning Systems Inc,United States,Maryland,Baltimore,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22100,Symark Software International,United States,California,Agoura Hills,30401 Agoura Road  Suite 200,91301,www.symark.com,8185754000,approved,admin-krupa,admin-krupa,logos/NULL
22101,Symmetric Solutions Inc,United States,Virginia,Fairfax ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22102,Symmetry Corporation,United States,Wisconsin,Milwaukee,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22103,Symphony Data,United States,Alabama,Madison,120 East Lakeside Street,53715,www.symphonydata.com,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22104,Symplexeon,United States,Illinois,Chicago ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22105,Synapptix Software,United States,California,Fremont,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22106,Synarc.com,United States,California,San Francisco,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22107,Syncata,United States,California,El Segundo,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22108,Synchronoss Technologies Inc,United States,New Jersey,Bridgewater,750 Route 202 South,8807,www.synchronoss.com,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22109,Synechron Inc,United States,New Jersey,Piscataway,15 Corporate Place South Suite 400,8854,www.synechron.com,7325620088,approved,admin-krupa,admin-krupa,logos/NULL
22110,Synectics for Management Decisions,United States,Virginia,Arlington,"1101 Wilson Blvd,",22209,http://www.smdi.com,,approved,admin-krupa,admin-krupa,logos/NULL
22111,Synergetics Inc,United States,Colorado,Fort Collins,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22112,Synergis,United States,Georgia,Alpharetta,11675 Rainwater Drive Suite 175,30004,www.synergishr.com,,approved,admin-krupa,admin-krupa,logos/NULL
22113,Synergistix,United States,New Jersey,Gibbsboro,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22114,Synergroup Systems Inc,United States,California,Aliso Viejo,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22115,Synergy Resource Group,United States,South Carolina,Spartanburg ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22116,Synergy Seven Inc,United States,Arizona,Phoenix,5050 North 40th Street,85018,www.synergyseven.com,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22117,Synergy Systems Inc,United States,California,Diamond Bar,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22118,Synergy Technology Solutions,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22119,SynergySoft Inc,United States,Texas,Houston ,9700 Richmond Avenue Suite 111,77042,www.synergysoftinc.com,,approved,admin-krupa,admin-krupa,logos/NULL
22120,Synerzy Software Solutions Inc,United States,New Jersey,Iselin,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22121,Synigent Technologies,United States,Virginia,Glen Allen,4435 Waterfront Drive,23060,www.synigent.com,8042176860,approved,admin-krupa,admin-krupa,logos/NULL
22122,Syntegra Inc,United States,District of Columbia,Washington,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22123,Syntex Managment Systems,United States,Texas,Houston ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22124,Synthean,United States,California,Vestavia Hills,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22125,Synygy Inc,United States,Pennsylvania,Chester ,2501 Seaport Drive,19013,www.synygy.com,6104943300,approved,admin-krupa,admin-krupa,logos/NULL
22126,Syrinx Consulting Corporation,United States,Mississippi,Oroville,PO Box 920201,2482,www.syrinxconsulting.com,7739138514,approved,admin-krupa,admin-krupa,logos/NULL
22127,SYS Technologies,United States,California,Oxnard,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22128,Syskoplan Consulting Inc,United States,Mississippi,Oroville,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22129,Sysnetics Inc,United States,Florida,Madeira Beach ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22130,Sysorex Consulting Inc,United States,California,Mountain View,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22131,Systech International,United States,New Jersey,Cranbury,2540 Route 130 Suite 128,8512,www.systech-tips.com,6093958400,approved,admin-krupa,admin-krupa,logos/NULL
22132,System Consulting Services,United States,New Jersey,Foster,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22133,System Dynamix Corp,United States,Connecticut,Phenix City,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22134,System Edge (USA) LLC,United States,New Jersey,Iselin,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22135,System Efficiency,United States,Virginia,Glen Allen,10286 Staples Mill Road #117,23059,www.systemefficiency.com,8043031272,approved,admin-krupa,admin-krupa,logos/NULL
22136,System Guru,United States,New Jersey,Woodbridge,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22137,System Professionals Corp,United States,California,Calabasas,23679 Calabasas Road Suite 734,91302,www.system-professionals.com,8189920191,approved,admin-krupa,admin-krupa,logos/NULL
22138,System Solution Group,United States,California,Burbank,NULL,91522,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22139,System Staffing Group,United States,Illinois,Lincolnton ,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22140,Systems & Program Solutions,United States,Wisconsin,Milwaukee,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22141,Systems Design Simplified Inc,United States,California,Los Angeles,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22142,Systems Engineering Services Corporation,United States,Colorado,Greenwood Village,"5299 DTC Boulevard, Suite 420",80111,www.sesc.com,3032908288,approved,admin-krupa,admin-krupa,logos/NULL
22143,Systems Insight Inc,United States,Kentucky,Covington,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22144,Systems Integration & Dev,United States,Maryland,Rockville,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,logos/NULL
22145,Systems Integration Solutions Inc,United States,California,Walnut Creek,2185 North California Boulevard,94596,www.sisinc.com,9254657400,approved,admin-krupa,admin-krupa,logos/NULL
